Date,Open,High,Low,Close,Adj Close,Volume
2015-02-19,5.600000,5.610000,5.520000,5.545000,5.328694,16943200
2015-02-20,5.540000,5.587500,5.500000,5.585000,5.367134,15775200
2015-02-23,5.582500,5.582500,5.512500,5.540000,5.323889,12500800
2015-02-24,5.540000,5.577500,5.490000,5.577500,5.380565,14935600
2015-02-25,5.555000,5.580000,5.510000,5.535000,5.339566,12382000
2015-02-26,5.540000,5.582500,5.505000,5.550000,5.354036,15286400
2015-02-27,5.535000,5.547500,5.495000,5.515000,5.320271,15749200
2015-03-02,5.500000,5.680000,5.492500,5.650000,5.450505,30151200
2015-03-03,5.607500,5.635000,5.527500,5.545000,5.349213,16034400
2015-03-04,5.525000,5.620000,5.502500,5.607500,5.409506,22684000
2015-03-05,5.607500,5.725000,5.592500,5.715000,5.513210,32305600
2015-03-06,5.682500,5.710000,5.632500,5.637500,5.438446,25739200
2015-03-09,5.640000,5.695000,5.627500,5.652500,5.452917,22238800
2015-03-10,5.677500,5.787500,5.667500,5.750000,5.546974,52721200
2015-03-11,5.750000,5.825000,5.705000,5.720000,5.518033,26212000
2015-03-12,5.665000,5.707500,5.560000,5.667500,5.467387,40697200
2015-03-13,5.640000,5.690000,5.562500,5.675000,5.474624,35928800
2015-03-16,5.720000,5.777500,5.682500,5.742500,5.539741,23695600
2015-03-17,5.730000,5.815000,5.690000,5.812500,5.607267,29990000
2015-03-18,5.812500,5.842500,5.665000,5.717500,5.515620,41384400
2015-03-19,5.737500,5.825000,5.695000,5.805000,5.600032,31075600
2015-03-20,5.852500,5.902500,5.797500,5.867500,5.660326,46208400
2015-03-23,5.692500,5.767500,5.675000,5.677500,5.477032,42601200
2015-03-24,5.660000,5.700000,5.575000,5.600000,5.402270,33048000
2015-03-25,5.597500,5.597500,5.242500,5.260000,5.074275,54255200
2015-03-26,5.152500,5.265000,5.115000,5.242500,5.057393,31192000
2015-03-27,5.272500,5.365000,5.187500,5.345000,5.156274,31828800
2015-03-30,5.370000,5.395000,5.300000,5.367500,5.177979,25325200
2015-03-31,5.352500,5.357500,5.227500,5.232500,5.047747,35727600
2015-04-01,5.252500,5.270000,5.162500,5.252500,5.067041,33076800
2015-04-02,5.282500,5.297500,5.220000,5.265000,5.079098,19220400
2015-04-06,5.242500,5.435000,5.187500,5.417500,5.226214,51586400
2015-04-07,5.417500,5.525000,5.387500,5.465000,5.272037,41396400
2015-04-08,5.470000,5.525000,5.417500,5.505000,5.310625,36643200
2015-04-09,5.462500,5.650000,5.460000,5.632500,5.433623,37943200
2015-04-10,5.637500,5.692500,5.617500,5.690000,5.489093,25872800
2015-04-13,5.677500,5.710000,5.612500,5.637500,5.438446,23672400
2015-04-14,5.615000,5.637500,5.535000,5.590000,5.392623,22027600
2015-04-15,5.605000,5.700000,5.577500,5.657500,5.457739,24356000
2015-04-16,5.625000,5.672500,5.582500,5.622500,5.423975,15528400
2015-04-17,5.505000,5.605000,5.502500,5.550000,5.354036,29363600
2015-04-20,5.575000,5.610000,5.512500,5.522500,5.327507,23162400
2015-04-21,5.590000,5.590000,5.487500,5.515000,5.320271,23045600
2015-04-22,5.547500,5.585000,5.462500,5.577500,5.380565,20742000
2015-04-23,5.475000,5.607500,5.412500,5.555000,5.358860,25938000
2015-04-24,5.552500,5.555000,5.445000,5.507500,5.313036,24096000
2015-04-27,5.525000,5.647500,5.477500,5.550000,5.354036,24845600
2015-04-28,5.540000,5.597500,5.487500,5.577500,5.380565,23448400
2015-04-29,5.537500,5.592500,5.512500,5.535000,5.339566,19515600
2015-04-30,5.507500,5.577500,5.495000,5.550000,5.354036,21884400
2015-05-01,5.595000,5.705000,5.570000,5.687500,5.486680,25696800
2015-05-04,5.682500,5.720000,5.635000,5.652500,5.452917,20072000
2015-05-05,5.632500,5.640000,5.482500,5.507500,5.313036,29292800
2015-05-06,5.537500,5.590000,5.452500,5.525000,5.329919,31648400
2015-05-07,5.502500,5.640000,5.485000,5.622500,5.423975,53456400
2015-05-08,5.252500,5.460000,5.122500,5.207500,5.023629,114655200
2015-05-11,5.135000,5.210000,5.095000,5.157500,4.975395,54414400
2015-05-12,5.120000,5.250000,5.117500,5.207500,5.023629,38880000
2015-05-13,5.245000,5.285000,5.187500,5.237500,5.052569,30852400
2015-05-14,5.252500,5.350000,5.240000,5.322500,5.134569,29305200
2015-05-15,5.345000,5.370000,5.292500,5.325000,5.136981,21582400
2015-05-18,5.312500,5.350000,5.287500,5.317500,5.129746,32497200
2015-05-19,5.300000,5.317500,5.250000,5.260000,5.097762,25380800
2015-05-20,5.262500,5.325000,5.255000,5.260000,5.097762,19682400
2015-05-21,5.262500,5.285000,5.217500,5.222500,5.061419,23969200
2015-05-22,5.235000,5.255000,5.202500,5.215000,5.054152,21259200
2015-05-26,5.190000,5.225000,5.142500,5.182500,5.022654,25973200
2015-05-27,5.217500,5.485000,5.200000,5.460000,5.291593,43233200
2015-05-28,5.460000,5.552500,5.450000,5.535000,5.364282,32765600
2015-05-29,5.535000,5.570000,5.525000,5.532500,5.361858,33516800
2015-06-01,5.567500,5.650000,5.532500,5.595000,5.422429,37266000
2015-06-02,5.560000,5.590000,5.480000,5.485000,5.315823,22430400
2015-06-03,5.500000,5.542500,5.415000,5.425000,5.257674,25078800
2015-06-04,5.392500,5.540000,5.392500,5.522500,5.352166,32371200
2015-06-05,5.505000,5.590000,5.447500,5.565000,5.393356,31332000
2015-06-08,5.547500,5.585000,5.375000,5.437500,5.269787,34281200
2015-06-09,5.442500,5.505000,5.432500,5.465000,5.296440,25688800
2015-06-10,5.400000,5.435000,5.337500,5.367500,5.201947,52946000
2015-06-11,5.367500,5.462500,5.367500,5.425000,5.257674,28305200
2015-06-12,5.390000,5.422500,5.265000,5.277500,5.114724,32372800
2015-06-15,5.250000,5.292500,5.210000,5.267500,5.105032,30654800
2015-06-16,5.257500,5.340000,5.205000,5.332500,5.168027,25689200
2015-06-17,5.330000,5.425000,5.317500,5.395000,5.228600,23354400
2015-06-18,5.440000,5.520000,5.425000,5.485000,5.315823,29940400
2015-06-19,5.485000,5.530000,5.417500,5.467500,5.298863,35565600
2015-06-22,5.477500,5.507500,5.362500,5.445000,5.277056,51423600
2015-06-23,5.455000,5.497500,5.262500,5.305000,5.141374,41406400
2015-06-24,5.297500,5.325000,5.227500,5.252500,5.090495,25336800
2015-06-25,5.252500,5.325000,5.252500,5.292500,5.129261,35046000
2015-06-26,5.250000,5.255000,5.162500,5.185000,5.025075,42129600
2015-06-29,5.125000,5.177500,5.022500,5.030000,4.874857,39172400
2015-06-30,5.060000,5.082500,4.992500,5.027500,4.872435,31591600
